address,type,rooms,bathrooms,area,floor,year_built,finishing,view,price
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,3,2,153 ,2,2019,Without Finish,Main Street,"1,530,000"
"Tenth Neighborhood, Zahraa El Maadi",Apartments,3,3,233 ,2,2016,semi_finished,Side Street,"1,670,000"
"El Merag El Sofli, Zahraa El Maadi",Corporate Branch,15,15,3400 ,2015,Super lux,Main Street,,"24,000,000"
"Sun Gates, Zahraa El Maadi",Apartments ,2,1,115 ,6,2021,Semi Finished,Side Street,"862,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,3,1,115 ,2,2021,Super lux,Back,"558,000"
"El Merag El Elwy, Zahraa El Maadi",Apartments,3,2,205 ,2,2000,Super lux,Main Street,"1,700,000"
كارفور المعادي,Apartments,,,190 ,Corner,,,,"1,650,000"
"Seventh Neighborhood, Zahraa El Maadi",Apartments,3,2,181 ,2,2012,Super lux,Side Street,"1,850,000"
"Seventh Neighborhood, Zahraa El Maadi",Apartments,3,2,200 ,1,2013,Super lux,Side Street,"1,700,000"
"El Merag El Elwy, Zahraa El Maadi",Apartments,3,2,155 ,4,2018,Lux,Garden,"1,100,000"
"Other, El Maadi",Apartments,3,2,165 ,3,2015,Semi Finished,Corner,"1,200,000"
"Abdelrassoul St., El Merag City",Apartments,3,2,165 ,3,2030,Super lux,Side Street,"1,155,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,3,2,150 ,1,2000,Semi Finished,Corner,"750,000"
"El Merag El Elwy, Zahraa El Maadi",Building,3,1,500 ,Ground,2019,Without Finish,Main Street,"27,000,000"
Zahraa,Apartments,3,2,175 ,3,2015,Lux,Side Street,"1,300,000"
كنتاكى,Apartments,3,2,170 ,3,2014,Lux,Main Street,"1,250,000"
"El Merag El Elwy, Zahraa El Maadi",Apartments,3,2,150 ,11,2021,Lux,Main Street,"1,250,000"
مسج,Apartments,3,2,190 ,4,2016,Super lux,Side Street,"1,900,000"
زهراء المعادي/المعراج السفلي,Apartments,3,2,175 ,4,2014,Semi Finished,,"925,000"
زهراء المعادي/الشطر السادس,Apartments,3,2,140 ,5,2015,Super lux,Main Street,"1,350,000"
"Zahraa El Maadi St, Zahraa El Maadi",Apartments,3,2,180 ,4,2000,Semi Finished,Corner,"1,000,000"
المعادى,Apartments,2,1,70 ,3,2021,Semi Finished,Corner,"790,000"
