address,type,rooms,bathrooms,area,floor,year_built,finishing,view,price
"Fifth Neighborhood, Bait El Watan",Residential Land,,,839 ,Main Street,,,,"1,900,000"
"The Icon Residence Compound - Style home, Compounds in New Cairo",Apartments,3,3,173 ,2,2023,Semi Finished,,"2,335,500"
أمام مشروع هايد بارك من شارع التسعين,Apartments,3,3,178 ,3,2020,Semi Finished,,"2,314,000"
"Fifth Neighborhood, Bait El Watan",Residential Land,,,670 ,Main Street,,,,"2,500,000"
"Seventh Zone Buildings, Madinaty",Apartments,2,1,82 ,2,2021,Super lux,Main Street,"1,150,000"
"Sixth Zone Buildings, Madinaty",Apartments,2,1,103 ,2,2021,Super lux,Main Street,"1,000,000"
امام مدينتى بالقرب من منطقة جولدن اسكوير وقريب من الجامعه الامريكية,Apartments,3,2,153 ,2,2020,Semi Finished,,"2,023,000"
"Third Neighborhood, Bait El Watan",Apartments,3,3,180 ,3,2023,Semi Finished,Main Street,"1,080,000"
عل بعد 5 دقائق من الجامعة الامريكية,Apartments,3,3,185 ,1,2021,Without Finish,,"3,000,000"
"Seventh Neighborhood, Bait El Watan",Residential Land,,,690 ,Main Street,,,,"1,550,000"
stone residence,Apartments,2,1,140 ,3,2018,Without Finish,Garden,"2,350,000"
"Third Neighborhood, Bait El Watan",Land,,,670 ,Garden,,,,"2,250,000"
"Fifth Neighborhood, Bait El Watan",Residential Land,,,670 ,Side Street,,,,"2,300,000"
"Third Neighborhood, Bait El Watan",Apartments,3,3,150 ,Ground,2023,Semi Finished,Main Street,"937,500"
سور فى سور مدينتى 5 دقائق من الجولدن سكوير,Apartments,2,2,135 ,5,2020,Semi Finished,,"2,190,000"
"Fifth Neighborhood, Bait El Watan",Residential Land,,,660 ,Main Street,,,,"2,500,000"
"Galleria Residence, Compounds in New Cairo",Apartments,3,3,195 ,Ground,2021,Semi Finished,,"3,800,000"
"Tenth Zone Buildings, Madinaty",Apartments,3,2,116 ,1,Super lux,Other,,"1,907,000"
"Hyde Park, Compounds in New Cairo",Apartments,3,3,168 ,Ground,2021,Semi Finished,Golf,"3,365,000"
"El Banafsag 11, El Banafsag",Apartments,3,2,195 ,1,Without Finish,Garden,,"1,950,000"
"Mivida Compound - Emaar, Compounds in New Cairo",Separate Villa,3,3,261 ,Extra super lux,Main Street,,,"11,000,000"
بيت الوطن الحي الخامس,Residential Land,,,785 ,Garden,,,,"3,300,000"
"First Neighborhood, Bait El Watan",Apartment with Garden,4,3,210 ,Ground,2023,Semi Finished,Main Street,"1,260,000"
"Second Neighborhood, Bait El Watan",Residential Land,,,737 ,Garden,,,,"3,400,000"
"The Water Way, Compounds in New Cairo",Apartments ,3,3,245 ,3,Super lux,Other,,"8,000,000"
galleria moon vally,Apartments,3,2,170 ,2,2017,Without Finish,Pool,"2,500,000"
"Hyde Park, Compounds in New Cairo",Separate Villa,5,4,327 ,2020,Semi Finished,Main Street,,"7,350,000"
eastown,Apartments,4,4,187 ,2,2019,Semi Finished,Garden,"3,760,000"
التجمع الخامس بجوار الجامعه الامريكيه كمبوند اصاله,Apartments,3,3,195 ,4,2015,Semi Finished,Side Street,"2,340,000"
"Sixth Zone Buildings, Madinaty",Apartments,3,2,104 ,2,2018,Super lux,Garden,"1,350,000"
"Zizinia Gardens, Compounds in New Cairo",Villas,6,5,825 ,2018,Semi Finished,Garden,,"8,000,000"
"Second Neighborhood, Bait El Watan",Apartments,3,2,179 ,1,Semi Finished,,,"1,300,000"
"Fifth Zone Villas, Madinaty",Separate Villa,4,3,180 ,2016,Without Finish,Main Street,,"4,000,000"
"El Narges 8, El Narges",Apartments,4,3,205 ,2,Super lux,Garden,,"2,500,000"
"Tenth Zone Buildings, Madinaty",Apartments,3,2,106 ,Ground,2018,Super lux,Side Street,"2,620,000"
"Aswar, Compounds in New Cairo",Villas,5,4,580 ,2018,Semi Finished,Pool,,"10,500,000"
"Fourth Zone Villas, Madinaty",Twin House,4,3,260 ,2017,Super lux,Garden,,"7,250,000"
"The Water Way, Compounds in New Cairo",Apartments,2,2,169 ,3,Super lux,Other,,"5,000,000"
"Hyde Park, Compounds in New Cairo ",Apartments,2,2,135 ,Ground,2021,Semi Finished,Garden,"2,340,000"
"First Neighborhood, Bait El Watan",Land,,,917 ,Garden,,,,"4,800,000"
"Golden Square, New Cairo - Fifth Settlement - Tagamoa",Apartments,3,3,152 ,2,2019,Without Finish,Other,"1,450,000"
Mountain View iCity,Villas,3,3,260 ,2025,Semi Finished,Seaview,,"5,290,000"
"Fifth Neighborhood, Bait El Watan",Residential Land,,,670 ,Garden,,,,"1,915,000"
"North Rehab, Rehab",Residential Land,,,500 ,Garden,,,,"2,000,000"
"Fourth Neighborhood, Bait El Watan",Residential Land,,,830 ,Corner,,,,"4,700,000"
"First Neighborhood, Bait El Watan",Apartment with Garden,4,3,210 ,Ground,2023,Semi Finished,Main Street,"1,260,000"
فى قلب القاهرة الجديدة امام مدينة الرحاب,Apartments,4,3,175 ,3,2020,Super lux,,"3,284,000"
"Malls and Markets, Rehab",Stores,,,35 ,Super lux,Main Street,,,"2,800,000"
"El Yasmeen 8, El Yasmeen",Duplex,4,3,440 ,1,2019,Super lux,Main Street,"4,300,000"
"New Narges, New Cairo - Fifth Settlement - Tagamoa",Apartments,3,2,140 ,Ground,2021,Semi Finished,Garden,"1,256,000"
"Lotus South, Lotus",Apartments,3,2,154 ,3,Super lux,Other,,"1,139,600"
three sixty mall,Clinics,1,1,41 ,1,2019,Super lux,Garden,"1,987,440"
village gate,Apartments,2,2,146 ,1,2020,Semi Finished,Garden,"2,500,000"
villar,Separate Villa,6,6,861 ,2021,Semi Finished,Garden,,"19,000,000"
"Sami Gabra St., Northern Investors",Palace,7,5,650 ,2010,Extra super lux,Garden,,"2,688,000"
"Trivium Square Mall - INMA Developments, Compounds in New Cairo",Corporate Branch,4,2,155 ,3,2020,Super lux,Main Street,"2,800,000"
"Other Neighborhoods In Madenty, Other Neighborhoods In Madenty",Apartments,4,1,140 ,3,2021,Super lux,Main Street,"2,000,000"
